question,A,B,C,D,answer,reasoning
Cho parabol P: y = ax^2 + bx + c. Xét dấu hệ số a và biệt thức ∆ khi (P) hoàn toàn nằm phía trên trục hoành.,"a > 0, Δ > 0;","a > 0, Δ < 0;","a < 0, Δ < 0;","a < 0, Δ < 0;",D,"f(x) < 0, ∀x ∈ ℝ khi a < 0 và Δ < 0."
Tam thức bậc hai f(x) = x^2 + 1 - √3x - 8 - 5√3: ,,,,,C,Ta có f(x) = x^2 + 1 - √3x - 8 - 5√3 = 0 ⇔ -2 - √3 < x < 1 + 2√3
Cho f(x) = ax^2 + bx + c có Δ = b^2 - 4ac < 0. Khi đó mệnh đề nào đúng?,"f(x) > 0, ∀x ∈ ℝ","f(x) < 0, ∀x ∈ ℝ",f(x) không đổi dấu,Tồn tại x để f(x) = 0,C,Vì Δ < 0 và a ≠ 0 nên f(x) không đổi dấu trên ℝ.
Tam thức bậc hai f(x)=2x²+2x+5 nhận giá trị dương khi và chỉ khi,x∈(-2;+∞);,x∈(-∞;2);,x∈ℝ;,x∈(-∞;-2);,C,Ta có : f(x) = 2x² + 2x + 5 > 0
Dấu của tam thức bậc hai: f(x) = –x² + 5x – 6 được xác định như sau:,f(x) < 0 với –3 < x < –2 và f(x) > 0 với x < –3 hoặc x > –2,f(x) < 0 với –3 < x < –2 và f(x) > 0 với x < –3 hoặc x > –2,f(x) > 0 với 2 < x < 3 và f(x) < 0 với x < 2 hoặc x > 3,f(x) > 0 với –3 < x < –2 và f(x) < 0 với x < –3 hoặc x > –2,C,Dựa vào bảng xét dấu ta được f(x) > 0 với 2 < x < 3 và f(x) < 0 với x < 2 hoặc x > 3.
"Cho f(x) = ax^2 + bx + c. Điều kiện để f(x) ≤ 0, ∀x ∈ ℝ là",a < 0 và Δ ≤ 0,,,,A,"f(x) ≤ 0, ∀x ∈ ℝ khi a < 0 và Δ ≤ 0"
Tập nghiệm của bất phương trình: 2x² – 7x – 15 ≥ 0 là:,2x² – 7x – 15 ≥ 0,,,,A,Ta có: ... Bảng xét dấu ... Dựa vào bảng xét dấu
Tập nghiệm của bất phương trình: x² - 3x + 2 < 0 là:,A. (-∞; 1] ∪ [2; +∞),B. (2; +∞),C. [1; 2],D. (-∞; 1),C,Dựa vào bảng xét dấu f(x) < 0 ⇔ 1 < x < 2
Tập nghiệm của bất phương trình x² - 3x + 2 < 0 là:,[-∞;1] ∪ [4;+∞],(1;4),[-∞;1] ∪ [4;+∞],(-∞;1] ∪ [4;+∞),C,Dựa vào bảng xét dấu
"Cho bất phương trình x² - 8x + 7 ≥ 0. Trong các tập hợp sau đây, tập nào có chứa phần tử không phải là nghiệm của bất phương trình.",(-∞;0],[8; +∞),(-∞;1],[6; +∞),D,Tập nghiệm của bất phương trình là S = (-∞;1] ∪ [7; +∞). Vì 13/2 ∈ [6; +∞) và 13/2 ∉ S nên [6; +∞) thỏa yêu cầu bài toán.
"Cho bất phương trình x² - 8x + 7 ≥ 0. Trong các tập hợp sau đây, tập nào có chứa phần tử không phải là nghiệm của bất phương trình.",(-∞;0],[8; +∞),(-∞;1],[6; +∞),D,Tập nghiệm của bất phương trình là S = (-∞;1] ∪ [7; +∞). Vì 13/2 ∈ [6; +∞) và 13/2 ∉ S nên [6; +∞) thỏa yêu cầu bài toán.
Tập nghiệm của bất phương trình 6x² + x - 1 ≤ 0 là,A. -4; 3,,,,A,Tam thức bậc hai f(x) = x² + x - 12 có a = 1 > 0 và có hai nghiệm x = -4; x = 3. Ta có bảng xét dấu: ... f(x) < 0 suy ra -4 < x < 3.
Tập nghiệm S của phương trình √2x - 3 = x - 3 là:,S = {6;2},S = {2},S = {6},,C,"Ta có : <img alt=""30 Bài tập trắc nghiệm Toán 10 Chương 3 Cánh diều có lời giải"" height=""74"" src=""https://vietjack.com/toan-10-cd/images/trac-nghiem-bai-tap-cuoi-chuong-3-151272.PNG"" style=""box-sizing: border-box; max-width: 100%; vertical-align: middle; border: 0px; display: block; margin-left: auto; margin-right: auto; padding-bottom: 4px;"" width=""552""/> <img alt=""30 Bài tập trắc nghiệm Toán 10 Chương 3 Cánh diều có lời giải"" height=""102"" src=""https://vietjack.com/toan-10-cd/images/trac-nghiem-bai-tap-cuoi-chuong-3-151273.PNG"" style=""box-sizing: border-box; max-width: 100%; vertical-align: middle; border: 0px; display: block; margin-left: auto; margin-right: auto; padding-bottom: 4px;"" width=""334""/>"
Phương trình 2−x+4=2 có tất cả bao nhiêu nghiệm?,0,1,2,3,B,Điều kiện xác định của phương trình 2−x+3√2−x+4=2 ⇔ 3√2−x−2√2−x=−2+x−4 ⇔ √2−x=x ⇔ x^2+x−2=0 ⇔ (x−1)^2=0 ⇔ x=1. Đối chiếu với điều kiện bài toán ta kết luận nghiệm của phương trình x =1.
"Tổng các nghiệm của phương trình <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfenced><mrow><mi>x</mi><mo>−</mo><mn>2</mn></mrow></mfenced><msqrt><mn>2</mn><mi>x</mi><mo>+</mo><mn>7</mn></msqrt><mo>=</mo><msup><mi>x</mi><mn>2</mn></msup><mo>−</mo><mn>4</mn></math> bằng:",0,1,2,3,D,"Giải phương trình. Vậy phương trình đã cho có hai nghiệm x=1, x=2 nên tổng hai nghiệm của phương trình là 1+ 2=3"
"Nghiệm của phương trình <math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mn>3</mn><mi>x</mi><mo>−</mo><mn>4</mn></msqrt><mo>=</mo><msqrt><mn>4</mn><mo>−</mo><mn>3</mn><mi>x</mi></msqrt></math> là đáp án nào trong số các đáp án sau đây?",x = 1,x = 2,x = 3,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>4</mn><mn>3</mn></mfrac></math>",D,Bình phương hai vế của phương trình ta có: 3x - 4 = 4 - 3x⇔6x = 8⇔x = 4/3. Đối chiếu với điều kiện bài toán và thử lại kết quả suy ra phương trình có nghiệm x = 4/3.
"Nghiệm của phương trình <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><msup><mi>x</mi><mn>2</mn></msup><mo>−</mo><mn>4</mn><mi>x</mi><mo>+</mo><mn>3</mn></mrow><msqrt><mi>x</mi><mo>−</mo><mn>1</mn></msqrt></mfrac><mo>=</mo><msqrt><mi>x</mi><mo>−</mo><mn>1</mn></msqrt></math> là:",0,1,2,4,D,"Phương trình có thể viết lại như sau: <math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mi>x</mi><mn>2</mn></msup><mo>−</mo><mn>5</mn><mi>x</mi><mo>+</mo><mn>4</mn></math> = 0. Xét điều kiện bài toán và thử lại kết quả suy ra phương trình có nghiệm x = 4."
"Phương trình <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><msqrt><mn>4</mn><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><mn>5</mn><mi>x</mi><mo>−</mo><mn>1</mn></msqrt><mrow><mi>x</mi><mo>+</mo><mn>1</mn></mrow></mfrac><mo>=</mo><msqrt><mn>2</mn></msqrt> có nghiệm là?",x = 0,x = 1,x = 2,x = 4,B,"Điều kiện: <img alt=""30 Bài tập trắc nghiệm Toán 10 Chương 3 Cánh diều có lời giải"" src=""https://vietjack.com/toan-10-cd/images/trac-nghiem-bai-tap-cuoi-chuong-3-151280.PNG"" style=""box-sizing: border-box; max-width: 100%; vertical-align: middle; border: 0px; display: inline; margin-left: auto; margin-right: auto; padding-bottom: 4px;""/>. Khi đó phương trình được viết thành: <math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mn>4</mn><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><mn>5</mn><mi>x</mi><mo>−</mo><mn>1</mn></msqrt><mo>=</mo><msqrt><mn>2</mn></msqrt><mo>.</mo><mo>(</mo><mi>x</mi><mo>+</mo><mn>1</mn><mo>)</mo></math>. Đối chiều với điều kiện bài toán và thử lại giá trị, ta thấy x = 1 là nghiệm của phương trình."
