question,A,B,C,D,answer,reasoning
"Trong mặt phẳng với hệ tọa độ Oxy, cho tam giác ABC có A(3; -4);B(1; 5) và C(3; 1). Tính diện tích tam giác ABC.",10,5,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mn>26</mn></msqrt><mo>;</mo></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn><msqrt><mn>5</mn></msqrt><mo>.</mo></math>",B,"Ta có: B(1; 5); C(3; 1) ⇒ BC = <math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><msup><mrow><mo>(</mo><mn>3</mn><mo>−</mo><mn>1</mn><mo>)</mo></mrow><mn>2</mn></msup><mo>+</mo><msup><mrow><mo>(</mo><mn>1</mn><mo>−</mo><mn>5</mn><mo>)</mo></mrow><mn>2</mn></msup></msqrt><mo>=</mo><msqrt><mn>20</mn></msqrt> = 2<msqrt><mn>5</mn></msqrt>. Diện tích tam giác ABC: S = <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>.</mo><msub><mi>h</mi><mi>A</mi></msub><mo>.</mo><mi>B</mi><mi>C</mi></math> = <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>.</mo><msqrt><mn>5</mn></msqrt><mn>.2</mn><msqrt><mn>5</mn></msqrt></math> = 5."
Tọa độ tâm I và bán kính R của đường tròn (C): x² + y² = 16 là:,"I (0; 0), R = 9;",,"C. <math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mn>26</mn></msqrt><mo>;</mo></math>","D. <math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn><msqrt><mn>5</mn></msqrt><mo>.</mo></math>",D,"Ta có: (C): x² + y² = 16 ⇒ I (0; 0); R = <math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mn>16</mn></msqrt></math> = 4."
Tọa độ tâm I và bán kính R của đường tròn (C): x² + y² = 16 là:,"I (0; 0), R = 9","I (0; 0), R = 81","I (1; 1), R = 3","I (0; 0), R = 4",D,Ta có: (C): x² + y² = 16 ⇒ I (0; 0); R = √16 = 4.
"Trong hệ tọa độ Oxy cho ba điểm A (–1 ; 1), B (1 ; 3), C (–1; 4) , D(1; 0). Khẳng định nào sau đây đúng?","A. <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>B</mi><mi>D</mi></mrow><mo>→</mo></mover><mo>=</mo><mover><mrow><mi>A</mi><mi>C</mi></mrow><mo>→</mo></mover><mo>;</mo></math>","B. <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>A</mi><mi>B</mi></mrow><mo>→</mo></mover><mo>=</mo><mover><mrow><mi>C</mi><mi>A</mi></mrow><mo>→</mo></mover><mo>;</mo></math>","C. <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>D</mi><mi>A</mi></mrow><mo>→</mo></mover><mo>=</mo><mover><mrow><mi>B</mi><mi>C</mi></mrow><mo>→</mo></mover><mo>;</mo></math>","D. <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>C</mi><mi>A</mi></mrow><mo>→</mo></mover><mo>=</mo><mover><mrow><mi>B</mi><mi>C</mi></mrow><mo>→</mo></mover><mo>.</mo></math>",C,"Ta có : <img alt=""30 Bài tập trắc nghiệm Toán 10 Chương 7 Cánh diều có lời giải"" src=""https://vietjack.com/toan-10-cd/images/trac-nghiem-bai-tap-cuoi-chuong-7-151924.PNG"" style=""box-sizing: border-box; max-width: 100%; vertical-align: middle; border: 0px; display: inline; margin-left: auto; margin-right: auto; padding-bottom: 4px;""> nhận thấy <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>A</mi><mi>B</mi></mrow><mo>→</mo></mover></math>= -2. (-1; -1) = <math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>−</mo><mn>2</mn><mover><mrow><mi>A</mi><mi>C</mi></mrow><mo>→</mo></mover></math>."
Phương trình đường thẳng cắt hai trục tọa độ tại A(– 2 ; 0) và B(0 ; 4) là:,2x – 3y + 2 = 0;,4x – 2y + 8 = 0;,3x – 3y – 6 = 0;,2x – 3y – 5 = 0;,B,Ta có: Phương trình đường thẳng: 4x – 2y + 8 = 0
Khoảng cách từ điểm M( –1; 1) đến đường thẳng 3x – 4y – 3 = 0 bằng:,2,2,4/5,4/25,B,Áp dụng công thức tính khoảng cách từ một điểm đến đường thẳng ta có:
Khoảng cách từ điểm M( –1; 1) đến đường thẳng 3x – 4y – 3 = 0 bằng:,2/5,2,4/5,4/25,B,Áp dụng công thức tính khoảng cách từ một điểm đến đường thẳng ta có...
Cho hai vectơ u → = 2a−1;−3 và v → = 3;4b+1. Tìm các số thực a và b sao cho cặp vectơ đã cho bằng nhau:,"a = 2, b = – 1","a = – 1, b = 2","a = – 1, b = – 2","a = 2, b = 1",A,"Ta có: u → = 2a−1;−3 và v → = 3;4b+1. Để u → = v → , ta có a = 2 và b = – 1."
Vectơ nào dưới đây là một vectơ chỉ phương của đường thẳng đi qua gốc tọa độ O(0; 0) và điểm M(a; b)?,A. (– a; – b),B. (a; b),C. (1; a),D. (1; b),B,Ta có: OM → = a; b đường thẳng OM có VTCP: u → = OM → = a; b.
Một đường thẳng có bao nhiêu vectơ chỉ phương?,2,5,7,Vô số,D,"Ta có: $d ⊥ Oy: x = 0 ⇒ u_d = (1; 0)$, mặt khác $M(6; -10) ∈ d$. Phương trình tham số là $d(t) = (1; 0)t + (6; -10)$, với t = -4 ta được $d(-4) = (2; -10)$, hay A(2; -10) ∈ d."
Viết phương trình tham số của đường thẳng d đi qua điểm M(6; –10)và vuông góc với trục Oy?,A. Trùng nhau;,B. Song song;,C. Vuông góc với nhau;,D. Cắt nhau nhưng không vuông góc nhau.,D,"Ta có: <math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>d</mi><mn>1</mn></msub></math>: 3x – 2y – 3 = 0 có VTPT là <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><msub><mi>n</mi><mn>1</mn></msub><mo>→</mo></mover></math> = (3; – 2) và <math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>d</mi><mn>2</mn></msub></math>: 6x – 2y – 8 = 0 có VTPT là <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><msub><mi>n</mi><mn>2</mn></msub><mo>→</mo></mover></math> = (6; – 2). Ta có: <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>3</mn><mn>6</mn></mfrac><mo>≠</mo><mfrac><mrow><mo>−</mo><mn>2</mn></mrow><mrow><mo>−</mo><mn>2</mn></mrow></mfrac></math> nên hai vectơ <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><msub><mi>n</mi><mn>1</mn></msub><mo>→</mo></mover></math> và <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><msub><mi>n</mi><mn>2</mn></msub><mo>→</mo></mover></math> không cùng phương. Do đó đường thẳng d<sub style=""box-sizing: border-box; position: relative; line-height: 0; vertical-align: baseline; bottom: -0.25em;"">1</sub> và d<sub style=""box-sizing: border-box; position: relative; line-height: 0; vertical-align: baseline; bottom: -0.25em;"">2</sub> cắt nhau. Ta lại có <math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><msub><mi>n</mi><mn>1</mn></msub><mo>→</mo></mover><mo>.</mo><mover><msub><mi>n</mi><mn>2</mn></msub><mo>→</mo></mover><mo>=</mo><mn>3.6</mn><mo>+</mo><mfenced><mrow><mo>−</mo><mn>2</mn></mrow></mfenced><mo>.</mo><mfenced><mrow><mo>−</mo><mn>2</mn></mrow></mfenced><mo>=</mo><mn>22</mn><mo>≠</mo><mn>0</mn></math> nên d<sub style=""box-sizing: border-box; position: relative; line-height: 0; vertical-align: baseline; bottom: -0.25em;"">1</sub> và d<sub style=""box-sizing: border-box; position: relative; line-height: 0; vertical-align: baseline; bottom: -0.25em;"">2</sub> không vuông góc với nhau. Vậy hai đường thẳng cắt nhau nhưng không vuông góc."
Xét vị trí tương đối của hai đường thẳng: 3x – 2y – 3 = 0 và 6x – 2y – 8 = 0,Trùng nhau;,Song song;,Vuông góc với nhau;,Cắt nhau nhưng không vuông góc nhau.,C,"Ta có: (C): x² + y² – 8x + 2y + 6 = 0⇔ x² + y² – 2.4x – 2.(– 1)y + 6 = 0⇒a = 4; b = – 1 và c = 6⇒I (4; – 1), R = √(3² + (– 1)² – 6) = √11."
"Đường tròn (C): x² + y² – 8x + 2y + 6 = 0 có tâm I, bán kính R lần lượt là:","I (3; – 1), R = 4","I (– 3; 1), R = 4","I (4; – 1), R = √11","I (– 3; 1), R = 2",C,"Gọi phương trình đường tròn cần tìm có dạng (C): x² + y² + 2ax + 2by + c = 0. Vì (C) đi qua các điểm A, B, C nên lần lượt thay tọa độ các điểm vào phương trình (C) ta được hệ phương trình: ... Vậy phương trình đường tròn (C) là (x – 4)² + (y + 2)² = 5²."
Phương trình tiếp tuyến d của đường tròn (C): x² + y² – 3x – y = 0 tại điểm N(1; – 1) là:,x + 3y – 2 = 0,x – 3y + 4 = 0,x – 3y – 4 = 0,x + 3y + 2 = 0,D,"Xét phương trình (C): x² + y² – 3x – y = 0 ⇔ (x – 3/2)² + (y – 1/2)² = 5/2. Khi đó đường tròn (C) có tâm I(3/2; 1/2) nên tiếp tuyến tại N có VTPT là: n → = –1/2; –3/2 = –1/2; 1, 3/2. Nên có phương trình là: 1(x – 1) + 3(y + 1) = 0 ⇔ x + 3y + 2 = 0."
"Viết phương trình tiếp tuyến của đường tròn (C): x² + y² + 4x + 4y - 17 = 0, biết tiếp tuyến vuông góc đường thẳng d: 3x - 4y - 2018 = 0.",3x - 4y + 39 = 0 hoặc 3x - 4y - 11 = 0,4x + 3y + 39 = 0 hoặc 3x - 4y - 11 = 0,3x - 4y + 39 = 0 hoặc 4x + 3y - 11 = 0,4x + 3y + 39 = 0 hoặc 4x + 3y - 11 = 0,D,"Xét phương trình đường thẳng d có VTPT là (3; -4) suy ra VTCP của đường thẳng d là (4; 3). Vì phương trình tiếp tuyến vuông góc với đường thẳng d nên nhận (4; 3) làm VTPT khi đó phương trình tiếp tuyến có dạng: 4x + 3y + c = 0. Ta có: Đường tròn (C) có tâm I(-2; -2), R = 5. Bán kính đường tròn: <img alt=""30 Bài tập trắc nghiệm Toán 10 Chương 7 Cánh diều có lời giải"" src=""https://vietjack.com/toan-10-cd/images/trac-nghiem-bai-tap-cuoi-chuong-7-151915.PNG"" style=""box-sizing: border-box; max-width: 100%; vertical-align: middle; border: 0px; display: inline; margin-left: auto; margin-right: auto; padding-bottom: 4px;"">. Suy ra có hai phương trình tiếp tuyến thỏa mãn: 4x + 3y + 39 = 0 hoặc 4x + 3y - 11 = 0."
Câu 2. Elip E: 4x² + 16y² = 1 có độ dài trục bé bằng:,2,4,1,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><mn>2</mn></mfrac></math>",D,"Phương trình của Elip là <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><msup><mi>x</mi><mn>2</mn></msup><mfrac><mn>1</mn><mn>4</mn></mfrac></mfrac><mo>+</mo><mfrac><msup><mi>y</mi><mn>2</mn></msup><mfrac><mn>1</mn><mn>16</mn></mfrac></mfrac><mo>=</mo><mn>1</mn></math>, có độ dài trục lớn B<sub>1</sub>B<sub>2</sub> = 2b. Xét <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfenced><mi>E</mi></mfenced><mo>:</mo><mn>4</mn><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><mn>16</mn><msup><mi>y</mi><mn>2</mn></msup><mo>=</mo><mn>1</mn></math><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>⇔</mo><mfrac><msup><mi>x</mi><mn>2</mn></msup><mfrac><mn>1</mn><mn>4</mn></mfrac></mfrac><mo>+</mo><mfrac><msup><mi>y</mi><mn>2</mn></msup><mfrac><mn>1</mn><mn>16</mn></mfrac></mfrac><mo>=</mo><mn>1</mn></math>. Phương trình đường chuẩn là <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>=</mo><mo>−</mo><mfrac><mi>p</mi><mn>2</mn></mfrac></math>=<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>−</mo><mfrac><mn>1</mn><mn>2</mn></mfrac></math>."
"Elip <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfenced><mi>E</mi></mfenced><mo>:</mo><mfrac><msup><mi>x</mi><mn>2</mn></msup><mn>16</mn></mfrac><mo>+</mo><mfrac><msup><mi>y</mi><mn>2</mn></msup><mn>4</mn></mfrac><mo>=</mo><mn>1</mn></math> có tiêu cự bằng:",5,10,"2<math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mn>12</mn></msqrt></math>","2<math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mn>12</mn></msqrt></math>",D,"Gọi phương trình của Elip là <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><msup><mi>x</mi><mn>2</mn></msup><msup><mi>a</mi><mn>2</mn></msup></mfrac><mo>+</mo><mfrac><msup><mi>y</mi><mn>2</mn></msup><msup><mi>b</mi><mn>2</mn></msup></mfrac><mo>=</mo><mn>1</mn><mo>,</mo></math> có tiêu cự là 2c. Xét <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfenced><mi>E</mi></mfenced><mo>:</mo><mfrac><msup><mi>x</mi><mn>2</mn></msup><mn>16</mn></mfrac><mo>+</mo><mfrac><msup><mi>y</mi><mn>2</mn></msup><mn>4</mn></mfrac><mo>=</mo><mn>1</mn></math><img alt=""30 Bài tập trắc nghiệm Toán 10 Chương 7 Cánh diều có lời giải"" src=""https://vietjack.com/toan-10-cd/images/trac-nghiem-bai-tap-cuoi-chuong-7-151912.PNG"" style=""box-sizing: border-box; max-width: 100%; vertical-align: middle; border: 0px; display: inline; margin-left: auto; margin-right: auto; padding-bottom: 4px;""/></span>2c = 2<math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mn>12</mn></msqrt></math>"
